DelStart	DelEnd
177	408
177	408
177	408
177	408
177	408
177	408
177	408
177	408
177	408
177	408
177	408
176	251
176	251
176	251
176	251
176	251
176	251
176	251
124	152
124	152
124	152
124	152
124	152
124	152
124	152
177	409
177	409
177	409
177	409
177	409
117	153
117	153
117	153
117	153
177	452
177	452
177	452
177	452
177	231
177	231
177	231
464	1748
464	1748
464	1748
373	458
373	458
373	458
1253	1313
1253	1313
58	85
58	85
143	1931
143	1931
408	486
408	486
923	1174
1878	1937
190	252
1254	1286
115	1928
444	475
1810	2148
176	389
2103	2127
1235	1261
179	405
492	549
1390	1616
160	1903
1869	1904
602	1715
1276	1415
281	318
18	314
963	1314
328	389
744	769
235	621
176	407
1174	1443
1340	1625
176	408
724	990
289	1935
280	2045
1777	1867
516	1409
1888	2095
711	849
937	1430
1470	1703
177	1985
755	1240
1388	1798
243	271
351	408
384	430
414	445
1126	1314
718	746
176	228
16	1146
1464	1613
271	1657
94	260
177	434
177	435
132	269
81	1792
177	430
1230	1314
543	1541
1690	1798
649	686
479	683
265	471
49	153
1369	1414
1886	1925
1361	1458
708	837
539	673
2005	2049
306	384
175	405
175	404
231	257
1445	1699
1193	1228
1420	1448
178	407
266	1863
963	1044
116	158
1126	1190
1461	1506
2002	2053
637	669
599	677
1966	2084
1246	1518
