DelStart	DelEnd
200	281
200	281
200	281
200	281
200	281
200	281
200	281
200	281
517	685
517	685
517	685
517	685
2231	2268
2231	2268
2231	2268
2231	2268
200	282
200	282
200	282
1524	1600
1524	1600
1252	1322
1252	1322
1920	1986
1920	1986
2073	2252
2073	2252
517	682
517	682
1946	2023
1946	2023
633	684
153	2097
528	685
394	1777
1635	1829
172	252
2155	2208
163	281
302	459
259	2049
1733	1803
267	545
356	685
381	508
198	278
356	680
1504	1771
351	2194
354	680
1263	2281
121	527
957	998
354	684
199	264
2130	2235
359	385
14	306
1557	1601
531	684
167	281
1122	1571
1177	1821
343	431
2187	2272
2107	2176
531	681
684	1198
459	681
382	2256
1557	1604
1378	1438
383	473
173	281
1253	1302
517	686
1197	1242
1842	1934
1776	1815
172	2079
1875	1983
199	284
519	685
1471	1801
2265	2298
527	684
1460	1790
635	766
258	1688
517	681
1275	1438
201	499
1264	1296
1730	1798
197	278
923	1004
2041	2251
1510	1540
209	2068
1107	1490
1941	2173
667	695
1631	1794
520	685
846	2130
1090	1435
751	851
2168	2227
195	281
1372	1541
612	684
171	2086
2107	2259
1844	1897
113	356
166	281
167	518
1534	1609
2124	2252
1530	1614
118	385
1147	2195
962	1127
1804	1970
383	1189
759	1385
172	685
1270	1439
1277	1496
567	680
21	72
