DelStart	DelEnd
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
289	435
289	435
289	435
289	435
212	435
212	435
212	435
212	435
291	433
291	433
291	433
1186	1223
1186	1223
1186	1223
668	823
668	823
668	823
1136	1198
1136	1198
1136	1198
667	823
667	823
667	823
1329	1402
1329	1402
888	919
888	919
631	702
631	702
1181	1244
1181	1244
126	219
126	219
66	218
66	218
215	435
215	435
584	609
584	609
56	219
56	219
56	215
56	215
173	1160
173	1160
292	478
97	157
553	640
60	1206
560	601
548	611
654	812
10	100
1303	1379
219	251
1175	1239
670	822
669	1348
65	1245
267	301
585	665
227	1005
757	979
108	214
711	761
12	60
228	435
486	541
666	853
67	390
57	822
248	322
890	955
1111	1158
634	709
90	384
289	510
13	103
193	486
1160	1244
704	782
1089	1131
15	105
667	734
293	450
667	735
55	175
333	555
1291	1377
503	547
55	215
55	218
623	781
294	385
64	216
246	329
292	388
631	700
65	136
553	577
399	427
625	778
757	999
293	348
942	992
228	384
656	742
936	999
175	435
891	1367
212	479
66	214
808	1015
292	434
1274	1304
1290	1384
11	41
210	290
667	1245
631	752
897	1086
292	435
1104	1226
666	999
145	1283
1041	1371
1181	1211
196	240
1004	1061
667	798
906	941
1070	1360
1151	1189
1124	1245
856	924
56	230
893	994
227	435
261	560
16	63
667	695
896	944
946	1182
109	219
411	437
938	969
1319	1352
649	690
1274	1368
672	1004
669	825
648	690
1329	1427
56	859
1073	1123
1175	1219
888	975
56	214
810	1006
508	643
10	57
1037	1090
1106	1136
669	1007
289	823
803	935
630	781
444	487
809	1020
1254	1391
747	984
1007	1054
215	464
511	562
212	436
212	390
251	292
770	862
1180	1244
