DelStart	DelEnd
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
655	694
1151	1189
1151	1189
1151	1189
1151	1189
1151	1189
1151	1189
1151	1189
1151	1189
1151	1189
649	690
649	690
649	690
649	690
649	690
1149	1222
1149	1222
1149	1222
646	690
646	690
646	690
67	172
67	172
232	437
232	437
10	100
10	100
16	63
16	63
10	57
10	57
484	722
484	722
242	437
242	437
241	438
402	439
240	273
11	41
38	82
448	489
741	770
228	296
761	792
702	1025
486	556
651	690
1103	1132
644	681
650	679
711	761
26	178
6	62
1128	1364
12	60
123	151
1373	1399
493	1019
453	498
1333	1396
59	436
645	758
61	167
1171	1224
648	724
1176	1225
239	438
239	436
800	841
67	164
555	642
468	498
1345	1404
85	168
585	640
16	84
414	438
726	768
651	721
515	542
209	743
873	918
899	956
467	531
1151	1215
808	957
