DelStart	DelEnd
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
175	1950
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
77	1926
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
93	1790
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
163	1923
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
236	2082
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
183	2089
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
168	2087
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
328	1984
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
69	103
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
102	2055
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
122	1842
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
137	2141
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
195	2069
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
146	1875
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
235	1932
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
229	2029
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
390	2153
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
167	1710
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
242	2163
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
158	2166
87	1925
87	1925
87	1925
87	1925
87	1925
87	1925
87	1925
