PB2	1	11
PB2	2	14
PB2	3	21
PB2	4	24
PB2	5	26
PB2	6	45
PB2	7	99
PB2	8	137
PB2	9	289
PB2	10	314
PB2	11	432
PB2	12	642
PB2	13	642
PB2	14	765
PB2	15	797
PB2	16	838
PB2	17	842
PB2	18	844
PB2	19	856
PB2	20	856
PB2	21	869
PB2	22	870
PB2	23	870
PB2	24	896
PB2	25	898
PB2	26	909
PB2	27	909
PB2	28	918
PB2	29	918
PB2	30	932
PB2	31	948
PB2	32	956
PB2	33	960
PB2	34	963
PB2	35	965
PB2	36	971
PB2	37	972
PB2	38	973
PB2	39	981
PB2	40	986
PB2	41	990
PB2	42	991
PB2	43	993
PB2	44	1002
PB2	45	1006
PB2	46	1011
PB2	47	1011
PB2	48	1034
PB2	49	1039
PB2	50	1072
PB2	51	1083
PB2	52	1096
PB2	53	1123
PB2	54	1123
PB2	55	1144
PB2	56	1144
PB2	57	1171
PB2	58	1176
PB2	59	1193
PB2	60	1533
PB2	61	1534
PB2	62	1549
PB2	63	1553
PB2	64	1554
PB2	65	1557
PB2	66	1562
PB2	67	1562
PB2	68	1564
PB2	69	1564
PB2	70	1577
PB2	71	1580
PB2	72	1582
PB2	73	1581
PB2	74	1581
PB2	75	1581
PB2	76	1614
PB2	77	1616
PB2	78	1625
PB2	79	1635
PB2	80	1642
PB2	81	1650
PB2	82	1674
PB2	83	1668
PB2	84	1675
PB2	85	1679
PB2	86	1679
PB2	87	1693
PB2	88	1700
PB2	89	1699
PB2	90	1705
PB2	91	1713
PB2	92	1714
PB2	93	1723
PB2	94	1741
PB2	95	1887
PB2	96	2007
PB2	97	2051
PB2	98	2190
PB2	99	2264
PB2	100	2327
PB2	101	2307
PB2	102	2349
PB2	103	2365
PB2	104	2377
PB2	105	2385
PB2	106	2390
PB2	107	2395
PB2	108	2395
PB2	109	2334
PB2	110	2335
PB2	111	2345
PB2	112	2369
PB2	113	2395
PB2	114	2395
PB2	115	2396
PB2	116	2396
PB2	117	2406
PB2	118	2416
PB2	119	2418
PB2	120	2431
PB2	121	2395
PB2	122	2384
PB2	123	2388
PB2	124	2386
PB2	125	2379
PB2	126	2389
PB2	127	2294
PB2	128	2278
PB2	129	2285
PB2	130	2273
PB2	131	2272
PB2	132	2269
PB2	133	2254
PB2	134	2275
PB2	135	2272
PB2	136	2281
PB2	137	2268
PB2	138	2261
PB2	139	2272
PB2	140	2272
PB2	141	2274
PB2	142	2303
PB2	143	2328
PB2	144	2343
PB2	145	2350
PB2	146	2316
PB2	147	2338
PB2	148	2325
PB2	149	2301
PB2	150	2250
PB2	151	2243
PB2	152	2245
PB2	153	2269
PB2	154	2287
PB2	155	2285
PB2	156	2227
PB2	157	2232
PB2	158	2229
PB2	159	2120
PB2	160	2123
PB2	161	2101
PB2	162	2037
PB2	163	1906
PB2	164	1907
PB2	165	1917
PB2	166	1874
PB2	167	1873
PB2	168	1883
PB2	169	1880
PB2	170	1859
PB2	171	1631
PB2	172	1626
PB2	173	1619
PB2	174	1581
PB2	175	1567
PB2	176	1560
PB2	177	1568
PB2	178	1470
PB2	179	1462
PB2	180	1473
PB2	181	1467
PB2	182	1478
PB2	183	1508
PB2	184	1398
PB2	185	1382
PB2	186	1390
PB2	187	1405
PB2	188	1406
PB2	189	1409
PB2	190	1403
PB2	191	1391
PB2	192	1385
PB2	193	1392
PB2	194	1300
PB2	195	1251
PB2	196	1236
PB2	197	1236
PB2	198	1198
PB2	199	1194
PB2	200	1203
