DelStart	DelEnd
123	1935
123	1935
123	1935
123	1935
123	1935
123	1935
123	1935
123	1935
123	1935
123	1935
123	1935
123	1935
290	1975
290	1975
290	1975
290	1975
290	1975
290	1975
290	1975
290	1975
123	1957
123	1957
123	1957
123	1957
123	1957
123	1957
123	1957
399	1716
399	1716
399	1716
399	1716
399	1716
399	1716
283	1838
283	1838
283	1838
283	1838
283	1838
142	1975
142	1975
142	1975
142	1975
142	1975
131	1967
131	1967
131	1967
131	1967
131	1967
153	2015
153	2015
153	2015
153	2015
132	1975
132	1975
132	1975
123	1943
123	1943
123	1943
300	325
300	325
300	325
302	1826
302	1826
302	1826
135	2003
135	2003
711	752
711	752
120	1940
120	1940
124	1968
124	1968
1070	1206
1070	1206
159	1942
159	1942
219	1827
219	1827
344	1727
344	1727
388	1700
388	1700
210	293
210	293
170	2071
170	2071
1461	1512
63	115
708	851
113	2050
783	851
949	982
1235	1261
478	556
81	2047
339	1462
1075	1115
86	331
235	1960
133	2123
431	1538
204	1814
254	1798
121	1938
1380	1428
708	997
1865	1922
345	1708
101	182
707	988
482	716
627	1467
121	1849
305	388
419	1748
350	430
708	1520
1151	1567
1240	2127
943	1048
1265	1310
175	2003
1271	1333
351	403
1895	1954
684	2033
1822	2130
168	1963
240	2026
326	657
176	228
501	1852
144	2129
1326	1542
327	412
707	845
175	1955
1859	1957
282	1903
124	1924
73	2047
290	1820
417	452
1862	2145
214	239
734	769
447	1726
980	1290
271	1927
1937	2108
116	2020
1197	1587
230	292
907	1520
531	1444
115	174
266	2067
1013	2062
370	443
1866	2063
124	2040
1036	1212
101	1820
1248	1315
924	1087
1936	1973
92	1954
1441	1520
476	2109
299	1798
66	1798
66	139
302	327
