DelStart	DelEnd
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
854	952
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
853	951
753	780
753	780
753	780
753	780
753	780
753	780
753	780
753	780
753	780
753	780
753	780
413	739
413	739
211	264
211	264
646	744
646	744
632	720
845	917
799	837
377	805
690	834
339	428
668	693
657	789
373	644
421	454
44	131
193	291
624	803
393	666
497	552
812	855
819	865
585	616
709	748
227	288
709	747
190	226
345	442
361	481
706	745
492	636
693	783
416	511
452	775
446	587
212	249
627	702
714	793
55	138
571	599
61	88
767	825
852	922
124	170
383	553
408	494
868	912
420	513
915	969
855	953
626	653
196	451
69	95
387	779
549	967
